Date,CO,StationCount
2018-03-01,0.5021289821289822,6
2018-03-16,0.5461805555555556,6
2018-04-01,0.5005128205128205,6
2018-04-16,0.5066666666666667,6
2018-05-01,0.46924908424908424,6
2018-05-16,0.4239583333333334,6
2018-06-01,0.4155555555555555,6
2018-06-16,0.37222222222222223,6
2018-07-01,0.3802777777777777,6
2018-07-16,0.45625,6
2018-08-01,0.5072222222222221,6
2018-08-16,0.5324786324786325,6
2018-09-01,0.5582539682539682,6
2018-09-16,0.6166666666666667,6
2018-10-01,0.5271428571428571,6
2018-10-16,0.5437500000000001,6
2018-11-01,0.5914814814814815,6
2018-11-16,0.6073015873015873,6
2018-12-01,0.48282828282828283,6
2018-12-16,0.5686237373737374,6
2019-01-01,0.5001709401709401,6
2019-01-16,0.5988194444444445,6
2019-02-01,0.4466666666666666,6
2019-02-16,0.45897435897435895,6
2019-03-01,0.48198412698412696,6
2019-03-16,0.47951388888888885,6
2019-04-01,0.47374999999999995,6
2019-04-16,0.3131410256410256,6
2019-05-01,0.391068376068376,6
2019-05-16,0.5494345238095238,6
2019-06-01,0.4077106227106227,6
2019-06-16,0.42849002849002843,6
2019-07-01,0.4083333333333334,6
2019-07-16,0.4166666666666667,6
2019-08-01,0.43637806637806636,6
2019-08-16,0.4403846153846153,6
2019-09-01,0.40777777777777774,6
2019-09-16,0.4666666666666666,6
2019-10-01,0.47222222222222215,6
2019-10-16,0.5075595238095238,6
2019-11-01,0.5341666666666667,6
2019-11-16,0.42703463203463204,6
2019-12-01,0.4432478632478632,6
2019-12-16,0.49682539682539684,6
2020-01-01,0.44428571428571423,6
2020-01-16,0.453125,6
2020-02-01,0.49333333333333335,6
2020-02-16,0.49551282051282053,6
2020-03-01,0.4965079365079365,6
2020-03-16,0.37916666666666665,6
2020-04-01,0.30515873015873013,6
2020-04-16,0.3719047619047619,6
2020-05-01,0.45166666666666666,6
2020-05-16,0.4668154761904762,6
2020-06-01,0.4533333333333333,6
2020-06-16,0.41,6
2020-07-01,0.3222222222222222,6
2020-07-16,0.3440972222222222,6
2020-08-01,0.3719841269841269,6
2020-08-16,0.421875,6
2020-09-01,0.5385353535353535,6
2020-09-16,0.35333333333333333,6
2020-10-01,0.40944444444444444,6
2020-10-16,0.5677083333333334,6
2020-11-01,0.5677777777777777,6
2020-11-16,0.5907081807081808,6
2020-12-01,0.607532745032745,6
2020-12-16,0.4690972222222222,6
2021-01-01,0.5888034188034188,6
2021-01-16,0.4708333333333334,6
2021-02-01,0.555,6
2021-02-16,0.47164918414918416,6
2021-03-01,0.5006349206349207,6
2021-03-16,0.42514880952380957,6
2021-04-01,0.43428571428571433,6
2021-04-16,0.4911111111111111,6
2021-05-01,0.4557264957264957,6
2021-05-16,0.39166666666666666,6
2021-06-01,0.33666666666666667,6
2021-06-16,0.3233333333333333,6
2021-07-01,0.38666666666666666,6
2021-07-16,0.4210416666666667,6
2021-08-01,0.5297435897435897,6
2021-08-16,0.45729166666666665,6
2021-09-01,0.3688888888888888,6
2021-09-16,0.4182173382173382,6
2021-10-01,0.5177777777777778,6
2021-10-16,0.5260416666666666,6
2021-11-01,0.5166666666666667,6
2021-11-16,0.6436752136752136,6
2021-12-01,0.6334920634920634,6
2021-12-16,0.5260416666666666,6
2022-01-01,0.5399999999999999,6
2022-01-16,0.43500000000000005,6
2022-02-01,0.48912698412698413,6
2022-02-16,0.5,6
2022-03-01,0.4477777777777778,6
2022-03-16,0.5004807692307692,6
2022-04-01,0.5593333333333333,5
2022-04-16,0.5155555555555554,6
2022-05-01,0.39309829059829055,6
2022-05-16,0.4047023809523809,6
2022-06-01,0.29682539682539677,6
2022-06-16,0.34634920634920635,6
2022-07-01,0.4773015873015873,6
2022-07-16,0.4825892857142857,6
2022-08-01,0.5394949494949495,6
2022-08-16,0.5239583333333333,6
2022-09-01,0.46205128205128204,6
2022-09-16,0.3711111111111111,6
2022-10-01,0.46641025641025635,6
2022-10-16,0.5447916666666667,6
2022-11-01,0.5549314574314573,6
2022-11-16,0.5077777777777778,6
2022-12-01,0.7318253968253968,6
2022-12-16,0.5378472222222223,6
2023-01-01,0.5411904761904761,6
2023-01-16,0.6959020146520146,6
2023-02-01,0.4715384615384615,6
2023-02-16,0.5800213675213676,6
2023-03-01,0.49797979797979797,6
2023-03-16,0.5360576923076923,6
2023-04-01,0.5280158730158729,6
2023-04-16,0.49666666666666665,6
2023-05-01,0.5166666666666667,6
2023-05-16,0.40208333333333335,6
2023-06-01,0.4694444444444444,6
2023-06-16,0.46222222222222226,6
2023-07-01,0.4477777777777778,6
2023-07-16,0.4081585081585081,6
2023-08-01,0.3188095238095238,6
2023-08-16,0.32187499999999997,6
2023-09-01,0.3833333333333333,6
2023-09-16,0.4785137085137085,6
2023-10-01,0.5047863247863248,6
2023-10-16,0.5604166666666667,6
2023-11-01,0.5748148148148148,6
2023-11-16,0.4746464646464646,6
2023-12-01,0.6377777777777778,6
2023-12-16,0.6375000000000001,6
2024-01-01,0.7588888888888888,6
2024-01-16,0.645,6
2024-02-01,0.6755555555555556,6
2024-02-16,0.6415584415584416,6
2024-03-01,0.5333333333333333,6
2024-03-16,0.5281250000000001,6
2024-04-01,0.5133333333333333,6
2024-04-16,0.4980952380952381,6
2024-05-01,0.4743290043290043,6
2024-05-16,0.4897916666666666,6
2024-06-01,0.5132539682539682,6
2024-06-16,0.49416666666666664,6
2024-07-01,0.4169444444444444,6
2024-07-16,0.4781250000000001,6
2024-08-01,0.4855555555555555,6
2024-08-16,0.5490714285714285,5
2024-09-01,0.5044444444444444,6
2024-09-16,0.5422222222222223,6
2024-10-01,0.4577777777777778,6
2024-10-16,0.5302083333333333,6
2024-11-01,0.518015873015873,6
2024-11-16,0.6260683760683761,6
2024-12-01,0.7611111111111111,6
2024-12-16,0.6707449494949494,6
2025-01-01,0.7055555555555556,6
2025-01-16,0.7604166666666666,6
2025-02-01,0.7313492063492064,6
2025-02-16,0.7036324786324787,6
2025-03-01,0.8166666666666668,6
